#separator:tab
#html:false
What are the solid organs in the abdominal cavity?	Liver, spleen, pancreas, kidneys, and women (in women).
What is the head of the femur?	This is the ball-shaped part that fits into the acetabulum and is a common fracture point.
This is the ball-shaped part that fits into the acetabulum and is a common fracture point.	What is the head of the femur?
What connects the head of the femur to the shaft?	These are connected by the femoral neck, a common site for fractures, especially in the older population.
These are connected by the femoral neck, a common site for fractures, especially in the older population.	What connects the head of the femur to the shaft?
What is the name for the upper part of the femur?	This is called the greater trochanter.
This is called the greater trochanter.	What is the name for the upper part of the femur?
What is the name for the lower part of the femur?	This is called the lesser trochanter.
This is called the lesser trochanter.	What is the name for the lower part of the femur?
What are the two bones of the lower leg?	This consists of two bones, the tibia and fibula.
This consists of two bones, the tibia and fibula.	What are the two bones of the lower leg?
What is the tibia?	This connects to the patella to form the knee joint and runs down the front of the lower leg.
This connects to the patella to form the knee joint and runs down the front of the lower leg.	What is the tibia?
What is the fibula?	This runs behind and beside the tibia; it is much smaller. It is not a component of the knee joint, but it does make up the outer knob of the ankle joint.
This runs behind and beside the tibia; it is much smaller. It is not a component of the knee joint, but it does make up the outer knob of the ankle joint.	What is the fibula?
What are the three classes of foot bones?	These 3 are: the tarsals (ankle bones) the metatarsals (foot bones) and the phalanges (toe bones)
These 3 are: the tarsals (ankle bones) the metatarsals (foot bones) and the phalanges (toe bones)	What are the three classes of foot bones?
What is the calcaneus?	This is the largest of the tarsal bones; it is also known as the heel bone, and is subject to injury when a person jumps from a height and lands on the feet.
This is the largest of the tarsal bones; it is also known as the heel bone, and is subject to injury when a person jumps from a height and lands on the feet.	What is the calcaneus?
What is a joint?	This is formed whenever two bones come into contact.
This is formed whenever two bones come into contact.	What is a joint?
What holds joints together?	These are held together in a tough fibrous structure known as a capsule, and supported by bands of fibrous tissue called ligaments.
These are held together in a tough fibrous structure known as a capsule, and supported by bands of fibrous tissue called ligaments.	What holds joints together?
What is the sternoclavicular joint?	This is where the sternum and the clavicle come together.
This is where the sternum and the clavicle come together.	What is the sternoclavicular joint?
What is articular cartilage?	This is a thin layer of cartilage that covers the ends of bones in moving joints; it is a pearly substance that allows the ends of the bones to glide easily.
This is a thin layer of cartilage that covers the ends of bones in moving joints; it is a pearly substance that allows the ends of the bones to glide easily.	What is articular cartilage?
What is synovial fluid?	This bathes and lubricates joints. It is also known as joint fluid.
This bathes and lubricates joints. It is also known as joint fluid.	What is synovial fluid?
What are skull sutures?	These are joints present in the first 18 months of life that fuse together during growth to create a solid, immobile, bony structure.
These are joints present in the first 18 months of life that fuse together during growth to create a solid, immobile, bony structure.	What are skull sutures?
What is a fracture?	This is a break in the continuity of the bone.
This is a break in the continuity of the bone.	What is a fracture?
What is a dislocation?	This is a disruption of a joint in which the bone ends are no longer in contact. The supporting ligaments are often torn, usually completely allowing the bone ends to separate completely from each other.
This is a disruption of a joint in which the bone ends are no longer in contact. The supporting ligaments are often torn, usually completely allowing the bone ends to separate completely from each other.	What is a dislocation?
What is fascia?	This is the fibrous tissue that surrounds and supports the muscles and neurovascular structures.
This is the fibrous tissue that surrounds and supports the muscles and neurovascular structures.	What is fascia?
What is a sprain?	This is an injury to ligaments, articular capsule, synovial membrane, and tendons crossing the joint. After the injury, the joint surfaces generally fall back into alignment, so the joint is not significantly displaced. The most severe sprains involve actual of the ligament and may allow joint dislocation. Mild sprains are caused by ligament streching rather than tearing. The most vulnerable joints are the knees, shoulders, and ankles.
This is an injury to ligaments, articular capsule, synovial membrane, and tendons crossing the joint. After the injury, the joint surfaces generally fall back into alignment, so the joint is not significantly displaced. The most severe sprains involve actual of the ligament and may allow joint dislocation. Mild sprains are caused by ligament streching rather than tearing. The most vulnerable joints are the knees, shoulders, and ankles.	What is a sprain?
What is a strain?	This is a streching or tearing of the muscle, causing pain, swelling, and bruising of the soft tissues in the area.
This is a streching or tearing of the muscle, causing pain, swelling, and bruising of the soft tissues in the area.	What is a strain?
What is the zone of injury?	This is injury to soft tissues, especially to the adjacent nerves and blood vessels, surrounding an injury to bones and joints.
This is injury to soft tissues, especially to the adjacent nerves and blood vessels, surrounding an injury to bones and joints.	What is the zone of injury?
What is the patella?	This is the kneecap.
This is the kneecap.	What is the patella?
What is an indirect force injury?	This may cause a fracture or dislocation at a distant point, as when a person falls and lands on an outstreched hand. The direct impact may cause a wrist fracture, but the indirect force can cause dislocation of the elbow or a fracture of the forearm, humerus, or even clavicle.
This may cause a fracture or dislocation at a distant point, as when a person falls and lands on an outstreched hand. The direct impact may cause a wrist fracture, but the indirect force can cause dislocation of the elbow or a fracture of the forearm, humerus, or even clavicle.	What is an indirect force injury?
What is a closed fracture?	This is a fracture in which the skin is not broken.
This is a fracture in which the skin is not broken.	What is a closed fracture?
What is an open fracture?	This is a fracture in which there is an external wound, caused either by the same blow that fractured the bone or by the broken bone ends lacerating the skin.
This is a fracture in which there is an external wound, caused either by the same blow that fractured the bone or by the broken bone ends lacerating the skin.	What is an open fracture?
What is a nondisplaced fracture?	This is a simple crack of the bone in which the bone has not moved from its normal position. It is also called a hairline fracture.
This is a simple crack of the bone in which the bone has not moved from its normal position. It is also called a hairline fracture.	What is a nondisplaced fracture?
What is a displaced fracture?	This produces actual deformity, or distortion, of the limb by shortening, rotating, or angulating it; it can be associated with crepitus.
This produces actual deformity, or distortion, of the limb by shortening, rotating, or angulating it; it can be associated with crepitus.	What is a displaced fracture?
What is a greenstick fracture?	This is an incomplete fracture that passes only partway through the shaft of a bone but may still cause substantial angulation; occurs in children.
This is an incomplete fracture that passes only partway through the shaft of a bone but may still cause substantial angulation; occurs in children.	What is a greenstick fracture?
What is a comminuted fracture?	This is a fracture in which the bone is broken into more than two fractures.
This is a fracture in which the bone is broken into more than two fractures.	What is a comminuted fracture?
What is a pathologic fracture?	This is a fracture of weakened or diseased bone, seen in patients with osteoprosis or cancer, generally produced by minimal force.
This is a fracture of weakened or diseased bone, seen in patients with osteoprosis or cancer, generally produced by minimal force.	What is a pathologic fracture?
What is an epiphyseal fracture?	This is a fracture that occurs in a growth section of a child's bone and may lead to growth abnormalities.
This is a fracture that occurs in a growth section of a child's bone and may lead to growth abnormalities.	What is an epiphyseal fracture?
What is an oblique fracture?	This is a fracture in which the bone is broken at an angle across the bone. This is usually the result of a sharp angled blow to the bone.
This is a fracture in which the bone is broken at an angle across the bone. This is usually the result of a sharp angled blow to the bone.	What is an oblique fracture?
What is a transverse fracture?	This is a fracture that occurs straight across the bone. This is usually the result of a direct blow or stress fracture caused by prolonged running.
This is a fracture that occurs straight across the bone. This is usually the result of a direct blow or stress fracture caused by prolonged running.	What is a transverse fracture?
What is a spiral fracture?	This is a fracture caused by a twisting force, causing an oblique fracture around the bone and through the bone. This is often the result of abuse in very young children.
This is a fracture caused by a twisting force, causing an oblique fracture around the bone and through the bone. This is often the result of abuse in very young children.	What is a spiral fracture?
What is an incomplete fracture?	This is a fracture that does not run completely through the bone; a nondisplaced partial crack.
This is a fracture that does not run completely through the bone; a nondisplaced partial crack.	What is an incomplete fracture?
What is the most reliable indicator of an underlying fracture?	This is point tenderness on palpation in the zone of injury.
This is point tenderness on palpation in the zone of injury.	What is the most reliable indicator of an underlying fracture?
How long after a fracture may fluid build-up and swelling occur?	This may occur several hours after a fracture.
This may occur several hours after a fracture.	How long after a fracture may fluid build-up and swelling occur?
What is crepitus?	This is a grating or grinding sensation that can sometimes be felt and/or heard when fractured bone ends rub together.
This is a grating or grinding sensation that can sometimes be felt and/or heard when fractured bone ends rub together.	What is crepitus?
What is flase motion?	This is motion at a point in the limb where there is no joint. Also called free movement, it is a positive indication of a fracture.
This is motion at a point in the limb where there is no joint. Also called free movement, it is a positive indication of a fracture.	What is flase motion?
What does it mean when a dislocated joint spontaneously reduces?	This means the joint will return to its normal position .
This means the joint will return to its normal position .	What does it mean when a dislocated joint spontaneously reduces?
What are the signs and symptoms of a dislocated joint?	The signs and symptoms of this are: Marked deformity Swelling Pain that is aggravated by any attempt at movement Tenderness on palpation Virtually complete loss of normal joint motion (locked joint) Numbness or impaired circulation to the limb or digit
The signs and symptoms of this are: Marked deformity Swelling Pain that is aggravated by any attempt at movement Tenderness on palpation Virtually complete loss of normal joint motion (locked joint) Numbness or impaired circulation to the limb or digit	What are the signs and symptoms of a dislocated joint?
Where do sprains occur most often?	These occur most often in the knee and the ankle, though they can occur anywhere.
These occur most often in the knee and the ankle, though they can occur anywhere.	Where do sprains occur most often?
What are the signs and symptoms of a sprain?	The signs and symptoms of this are: Point tenderness can be elicited over the injured ligaments Swelling and ecchymosis appear at the point of injury to the ligament as a result of torn blood vessels Pain prevents the patient from moving or using the limb normally Instability of the joint us indicated by increased motion, especially at the knee; however, this may be masked by severe swelling and guarding
The signs and symptoms of this are: Point tenderness can be elicited over the injured ligaments Swelling and ecchymosis appear at the point of injury to the ligament as a result of torn blood vessels Pain prevents the patient from moving or using the limb normally Instability of the joint us indicated by increased motion, especially at the knee; however, this may be masked by severe swelling and guarding	What are the signs and symptoms of a sprain?
What should you general approach be with ankle trauama?	With this, always focus on determing the MOI.
With this, always focus on determing the MOI.	What should you general approach be with ankle trauama?
When does compartment syndrome most commonly occur, and when does it develop?	This most commonly occurs with a fractured tibia or forearm of children and is often overlooked, especially in patients with an altered level of consciousness. It typically develops within 6 to 12 hours after injury, usually as a result of excessive bleeding, a severely crushed extremity, or the rapid return of blood to an ischemic limb.
This most commonly occurs with a fractured tibia or forearm of children and is often overlooked, especially in patients with an altered level of consciousness. It typically develops within 6 to 12 hours after injury, usually as a result of excessive bleeding, a severely crushed extremity, or the rapid return of blood to an ischemic limb.	When does compartment syndrome most commonly occur, and when does it develop?
What are the signs and symptoms of compartment syndrome?	This is characterized by pain that is out of proportion to the injury, pain on passive strech of muscles within the compartment, pallor, decreased sensation, and decreased power.
This is characterized by pain that is out of proportion to the injury, pain on passive strech of muscles within the compartment, pallor, decreased sensation, and decreased power.	What are the signs and symptoms of compartment syndrome?
Why is any suspected open fracture or vascular injury considered a medical emergency?	These are always considered medical emergencies, as in an extremity with anything less than complete circulation, prolonged hypoperfusion can cause significant damage.
These are always considered medical emergencies, as in an extremity with anything less than complete circulation, prolonged hypoperfusion can cause significant damage.	Why is any suspected open fracture or vascular injury considered a medical emergency?
What are some examples of minor musculoskeletal injuries?	Some examples of this are minor sprains and fractures or dislocations of digits.
Some examples of this are minor sprains and fractures or dislocations of digits.	What are some examples of minor musculoskeletal injuries?
What are some examples of moderate musculoskeletal injuries?	Some examples of this are open fractures of digits, nondisplaced long-bone fractures, nondisplaced pelvic fractures major sprains of a major joint.
Some examples of this are open fractures of digits, nondisplaced long-bone fractures, nondisplaced pelvic fractures major sprains of a major joint.	What are some examples of moderate musculoskeletal injuries?
What are some examples of severe musculoskeletal injuries?	Some examples of this are: Displaced long-bone fractures Multiple hand and foot fractures Open long-bone fractures Displaced pelvic fractures Dislocations of major joints Multiple digit amputations Laceration of major nerves or blood vessels
Some examples of this are: Displaced long-bone fractures Multiple hand and foot fractures Open long-bone fractures Displaced pelvic fractures Dislocations of major joints Multiple digit amputations Laceration of major nerves or blood vessels	What are some examples of severe musculoskeletal injuries?
What are some examples severe, life-threatening musculoskeletal injuries (survival is probable)?	Some examples of this include: Multiple closed fractures Limb amputations Fractures of both long bones of the legs (bilateral femur fractures
Some examples of this include: Multiple closed fractures Limb amputations Fractures of both long bones of the legs (bilateral femur fractures	What are some examples severe, life-threatening musculoskeletal injuries (survival is probable)?
What are some examples of critical musculoskeletal injuries (survival is uncertain)?	Some examples of this include: Multiple open fractures of the limbs Suspected pelvic fractures with hemodynamic instability
Some examples of this include: Multiple open fractures of the limbs Suspected pelvic fractures with hemodynamic instability	What are some examples of critical musculoskeletal injuries (survival is uncertain)?
What does a patient with bilateral fractures of the long bones (humerus, femur, or tibia) indicate?	This indicates that the patient has been subjected to a high amount of kinetic energy, which should dramatically increase your index of suspicion for serious unseen injuries.
This indicates that the patient has been subjected to a high amount of kinetic energy, which should dramatically increase your index of suspicion for serious unseen injuries.	What does a patient with bilateral fractures of the long bones (humerus, femur, or tibia) indicate?
What are the 6 Ps of injured limb examination?	These are: Pain, Paralysis Paresthesias (numbness or tingling), Pulselessness, Pallor, and Pressure
These are: Pain, Paralysis Paresthesias (numbness or tingling), Pulselessness, Pallor, and Pressure	What are the 6 Ps of injured limb examination?
What should you always do before and after splinting a patient?	You should always check circulation, motor function, and sensation before and after this.
You should always check circulation, motor function, and sensation before and after this.	What should you always do before and after splinting a patient?
What are the steps to follow when caring for a patient with musculoskeletal injuries?	"With these types of patients, you should: 1) Remove any jewelry. 2) Completely cover any open wounds with dry, sterile dressing, and apply direct pressure to control bleeding (use a tourniquet if bleeding cannot be controlled). 3) Apply the appropriate splint, and elevate the extremity approx. 6"" to minimize swelling. 4) If swelling is present, apply cold packs to the area. 5) Prepate the patient for transport."
"With these types of patients, you should: 1) Remove any jewelry. 2) Completely cover any open wounds with dry, sterile dressing, and apply direct pressure to control bleeding (use a tourniquet if bleeding cannot be controlled). 3) Apply the appropriate splint, and elevate the extremity approx. 6"" to minimize swelling. 4) If swelling is present, apply cold packs to the area. 5) Prepate the patient for transport."	What are the steps to follow when caring for a patient with musculoskeletal injuries?
What is a splint?	This is a flexible or rigid device that is used to protect and maintain the position of an injured extremity.
This is a flexible or rigid device that is used to protect and maintain the position of an injured extremity.	What is a splint?
How is splinting useful?	This is useful as it prevents: 1) movement of fracture fragments, bone ends, dislocated joints, or damaged soft tissue, reducing pain. 2) further damage to muscles, spinal cords, nerves, and blood vessels. 3) laceration of the skin by broken bone ends (one of the primary indications for this is to prevent a closed fracture from becoming an open fracture.) 4) restriction of distal blood flow resulting from pressure of the bone ends on blood vessels and 5) paralysis of extremities resulting from a damaged spine.
This is useful as it prevents: 1) movement of fracture fragments, bone ends, dislocated joints, or damaged soft tissue, reducing pain. 2) further damage to muscles, spinal cords, nerves, and blood vessels. 3) laceration of the skin by broken bone ends (one of the primary indications for this is to prevent a closed fracture from becoming an open fracture.) 4) restriction of distal blood flow resulting from pressure of the bone ends on blood vessels and 5) paralysis of extremities resulting from a damaged spine.	How is splinting useful?
What are the 13 general principles of splinting?	The 13 general principles of this are: 1) Remove clothing from the area so you can inspect for DCAP-BTLS 2) Take CSM 3) Cover all wounds with dry, sterile dressing 4) Do not move the patient prior to application unless there is immediate danger 5) In a suspected fracture of the shaft, be sure to stabilize the joints above and below the fracture 6) With injuries in and around the joint, be sure to stabilize the bones above and below the injured joint 7) Pad all straps 8) During application, maintain manual stabilization 9) If the fracture of a long-bone shaft has resulted in severe deformity, use constant, gentle manual traction to align the limb. This is especially important if the distal part of the extremity is cyanotic or pulseless. 10) If you erncounter resistance, perform the procedure with the limb in its deformed position 11) Stabilize all suspected spinal injuries in a neutral in-line position on a backboard 12) If the patient has signs of hypoperfusion, align the limb in the normal anatomic position, and provide transport 13) When in doubt, splint
The 13 general principles of this are: 1) Remove clothing from the area so you can inspect for DCAP-BTLS 2) Take CSM 3) Cover all wounds with dry, sterile dressing 4) Do not move the patient prior to application unless there is immediate danger 5) In a suspected fracture of the shaft, be sure to stabilize the joints above and below the fracture 6) With injuries in and around the joint, be sure to stabilize the bones above and below the injured joint 7) Pad all straps 8) During application, maintain manual stabilization 9) If the fracture of a long-bone shaft has resulted in severe deformity, use constant, gentle manual traction to align the limb. This is especially important if the distal part of the extremity is cyanotic or pulseless. 10) If you erncounter resistance, perform the procedure with the limb in its deformed position 11) Stabilize all suspected spinal injuries in a neutral in-line position on a backboard 12) If the patient has signs of hypoperfusion, align the limb in the normal anatomic position, and provide transport 13) When in doubt, splint	What are the 13 general principles of splinting?
What is traction?	This is the act of pulling on a body structure in the direction of its normal alignment. It is the most effective way to realign a fracture of the shaft of a long bone so that the limb can be splinted more effectively.
This is the act of pulling on a body structure in the direction of its normal alignment. It is the most effective way to realign a fracture of the shaft of a long bone so that the limb can be splinted more effectively.	What is traction?
What should you NOT attempt to do with traction?	When doing this, remember you should not attempt to reduce the fracture or force all of the bone fragments back into alignment. This is the physician's responsibility.
When doing this, remember you should not attempt to reduce the fracture or force all of the bone fragments back into alignment. This is the physician's responsibility.	What should you NOT attempt to do with traction?
What should you do before applying a traction splint?	Before applying this, be sure to control any external bleeding.
Before applying this, be sure to control any external bleeding.	What should you do before applying a traction splint?
How much force is required for proper traction?	This varies, but often does not exceed 15 lb.
This varies, but often does not exceed 15 lb.	How much force is required for proper traction?
What are the two situations in which you must splint the limb in the position of deformity?	You must do this when: 1) the deformity is severe, as is the case with many dislocations, and 2) when you encounter resistance or extreme pain when applying gentle traction to the fracture of a shaft of a long bone.
You must do this when: 1) the deformity is severe, as is the case with many dislocations, and 2) when you encounter resistance or extreme pain when applying gentle traction to the fracture of a shaft of a long bone.	What are the two situations in which you must splint the limb in the position of deformity?
What is the most commonly used formable or soft splint?	The most commonly used one of these is the precontured, inflatable, clear plastic air splint.
The most commonly used one of these is the precontured, inflatable, clear plastic air splint.	What is the most commonly used formable or soft splint?
What is something to consider regarding air splints?	With these, remember that significant changes in the weather affect the pressure of the air in the splint, which decreases as the environment grows colder and increases as the environment grows warmer. The same thing happens when there changes in altitude, which can be a problem with helicopter transport of patients.
With these, remember that significant changes in the weather affect the pressure of the air in the splint, which decreases as the environment grows colder and increases as the environment grows warmer. The same thing happens when there changes in altitude, which can be a problem with helicopter transport of patients.	What is something to consider regarding air splints?
When are traction splints primarily used?	They are used primarily to secure fractures of the shaft of the femur, characterized by pain, swelling, and deformity of the midthigh.
They are used primarily to secure fractures of the shaft of the femur, characterized by pain, swelling, and deformity of the midthigh.	When are traction splints primarily used?
When should you NOT use traction splints?	Do not use this for any of the following conditions: 1) Injuries of the upper extremity. 2) Injuries close to or involving the knee. 3) Injuries of the hip. 4) Injuries of the pelvis. 5) Partial amputations or avulsions with bone separation. And 6) Lower leg, foot, or ankle injury.
Do not use this for any of the following conditions: 1) Injuries of the upper extremity. 2) Injuries close to or involving the knee. 3) Injuries of the hip. 4) Injuries of the pelvis. 5) Partial amputations or avulsions with bone separation. And 6) Lower leg, foot, or ankle injury.	When should you NOT use traction splints?
What are pelvic binders?	These are used to splint the bony pelvis to reduce hemorrhage from bone ends, venous disruption, and pain. They are easily applied by one person, and should allow access to the abdomen, perineum, anus, and groin for examination and diagnostic testing.
These are used to splint the bony pelvis to reduce hemorrhage from bone ends, venous disruption, and pain. They are easily applied by one person, and should allow access to the abdomen, perineum, anus, and groin for examination and diagnostic testing.	What are pelvic binders?
When should you not use PASGs?	Do not use this if any of the following conditions exist: Pregnancy, Pulmonary edema, Acute heart failure, Penetrating chest injuries, Groin injuries, Major head injuries, And a transport time of less than 30 minutes
Do not use this if any of the following conditions exist: Pregnancy, Pulmonary edema, Acute heart failure, Penetrating chest injuries, Groin injuries, Major head injuries, And a transport time of less than 30 minutes	When should you not use PASGs?
What is a general rule for PASGs?	As a general rule with these, gradually inflate the legs before inflating the abdominal portion.
As a general rule with these, gradually inflate the legs before inflating the abdominal portion.	What is a general rule for PASGs?
What are some hazards associated with the improper application of splints?	The following hazards are associated with this: Compression of nerves, tissues, and blood vessels Delay in transport of a patient with a life-threatening injury Reduction of distal circulation Aggravation of the injury Injury to tissue, nerves, blood vessels, or muscles as a result of excessive movement of the bone or joint.
The following hazards are associated with this: Compression of nerves, tissues, and blood vessels Delay in transport of a patient with a life-threatening injury Reduction of distal circulation Aggravation of the injury Injury to tissue, nerves, blood vessels, or muscles as a result of excessive movement of the bone or joint.	What are some hazards associated with the improper application of splints?
What is one of the most commonly fractured bone in the body?	The clavicle, or collarbone, is this.
The clavicle, or collarbone, is this.	What is one of the most commonly fractured bone in the body?
What is a another name for the scapula?	Another name for this is shoulder blade.
Another name for this is shoulder blade.	What is a another name for the scapula?
What is the acromioclavicular (AC) joint?	This is the joint between the outer end of the clavicle and the acromion process of the scapula. Dislocation of this is called an AC separation.
This is the joint between the outer end of the clavicle and the acromion process of the scapula. Dislocation of this is called an AC separation.	What is the acromioclavicular (AC) joint?
What is a sling?	This is any bandage or material that helps support the weight of an injured upper extremity, relieving the downward pull of gravity on the injured site.
This is any bandage or material that helps support the weight of an injured upper extremity, relieving the downward pull of gravity on the injured site.	What is a sling?
What is a swathe?	This is a bandage that passses completely around the chest to stabilize the arm.
This is a bandage that passses completely around the chest to stabilize the arm.	What is a swathe?
What is the glenoid fossa?	This is the part of the scapula that joins with the head of the humerus, forming the glenhumeral joint (shoulder joint).
This is the part of the scapula that joins with the head of the humerus, forming the glenhumeral joint (shoulder joint).	What is the glenoid fossa?
What symptoms indicate a shoulder dislocation?	The symptoms of this condition are as follows: The shoulder joint will usually be locked, and the sholder will appear squared off or flattened. The humeral head will protrude anteriorly underneath the pectoralis major on the anterior chest wall. As a result, the anxillary nerve may be compressed, causing a numb patch on the outer aspect of the shoulder. Be sure to document this finding.
The symptoms of this condition are as follows: The shoulder joint will usually be locked, and the sholder will appear squared off or flattened. The humeral head will protrude anteriorly underneath the pectoralis major on the anterior chest wall. As a result, the anxillary nerve may be compressed, causing a numb patch on the outer aspect of the shoulder. Be sure to document this finding.	What symptoms indicate a shoulder dislocation?
Why is stabilizing an anterior shoulder dislocation difficult?	This is difficult because any attempt to bring the arm in toward the chest will produce pain. You must splint the joint in whatever position is most comfortable for the patient, so if necessary, place a pillow or rolled blanket or towels between the arm and chest to fill up the space between them.
This is difficult because any attempt to bring the arm in toward the chest will produce pain. You must splint the joint in whatever position is most comfortable for the patient, so if necessary, place a pillow or rolled blanket or towels between the arm and chest to fill up the space between them.	Why is stabilizing an anterior shoulder dislocation difficult?
Where do fractures of the humerus occur?	They occur either: proximally at the midshaft, or distally at the elbow.
They occur either: proximally at the midshaft, or distally at the elbow.	Where do fractures of the humerus occur?
What is another name for a fracture of the distal humerus?	This is also known as a supracondylar or intercondylar fracture.
This is also known as a supracondylar or intercondylar fracture.	What is another name for a fracture of the distal humerus?
What kind of fracture is common in children?	Fracture of the distal humerus (supracondylar or intercondylar fracture) are common with this group.
Fracture of the distal humerus (supracondylar or intercondylar fracture) are common with this group.	What kind of fracture is common in children?
What is a common deformity of a dislocated elbow?	A common deformity of this is the posterior displacement of the ulna and radius, which makes the olecranon process of the ulna much more prominent.
A common deformity of this is the posterior displacement of the ulna and radius, which makes the olecranon process of the ulna much more prominent.	What is a common deformity of a dislocated elbow?
What generally causes fractures of the radial head?	These are generally caused from direct or indirect forces and is often associated with lacerations and abrasions.
These are generally caused from direct or indirect forces and is often associated with lacerations and abrasions.	What generally causes fractures of the radial head?
What does a cold, pale hand or a weak or absent pulse and poor capillary refill in a patient with an elbow injury indicate?	These indicate that blood vessels have likely been injured. Notify medical control immediately and provide prompt transport.
These indicate that blood vessels have likely been injured. Notify medical control immediately and provide prompt transport.	What does a cold, pale hand or a weak or absent pulse and poor capillary refill in a patient with an elbow injury indicate?
What should you do if a limb is pulseless and significantly deformed at the elbow?	In this situation, you should gently apply manual traction in line with the long axis of the limb to decrease the deformity. This may restore the pulse, but if no pulse returns after one attempt, splint in the most comfortable position for the patient.
In this situation, you should gently apply manual traction in line with the long axis of the limb to decrease the deformity. This may restore the pulse, but if no pulse returns after one attempt, splint in the most comfortable position for the patient.	What should you do if a limb is pulseless and significantly deformed at the elbow?
What is a nightstick fracture?	This is a fracture on the shaft of the ulnaas a result of a direct blow.
This is a fracture on the shaft of the ulnaas a result of a direct blow.	What is a nightstick fracture?
What are Colles fractures?	These are fractures of the distal radius, and are common in elderly patients with osteoporosis.
These are fractures of the distal radius, and are common in elderly patients with osteoporosis.	What are Colles fractures?
"What is ""silver fork deformity""?"	This is the distinctive appearance of a distal radius fracture.
This is the distinctive appearance of a distal radius fracture.	"What is ""silver fork deformity""?"
What is something you can do to alleviate swelling in extremity fractures?	In this situation, you can elevate the injured extremity above the heart.
In this situation, you can elevate the injured extremity above the heart.	What is something you can do to alleviate swelling in extremity fractures?
What is a common wrist injury?	A common one of these is the isolated, nondisplaced fracture of a carpal bone, especially the scaphoid.
A common one of these is the isolated, nondisplaced fracture of a carpal bone, especially the scaphoid.	What is a common wrist injury?
What is the position of function?	This is a hand position in which the wrist is slightly dorsiflexed and all finger joints are moderately flexed.
This is a hand position in which the wrist is slightly dorsiflexed and all finger joints are moderately flexed.	What is the position of function?
What is the retroperitoneal space?	This is the space between the abdominal cavity and the posterior abdominal wall, containing the kidneys, certain large vessels, and parts of the gastrointestinal tract.
This is the space between the abdominal cavity and the posterior abdominal wall, containing the kidneys, certain large vessels, and parts of the gastrointestinal tract.	What is the retroperitoneal space?
What is an important consideration regarding pelvic fractures?	These types of injuries may be accompanied by life-threatening loss of blood from the laceration of blood vessels affixed to the pelvis at certain key points. Several liters of blood may drain into the pelvic space and the retroperitoneal space. You must take immediate steps to treat shock, even if there is only minimal swelling.
These types of injuries may be accompanied by life-threatening loss of blood from the laceration of blood vessels affixed to the pelvis at certain key points. Several liters of blood may drain into the pelvic space and the retroperitoneal space. You must take immediate steps to treat shock, even if there is only minimal swelling.	What is an important consideration regarding pelvic fractures?
When should you suspect a pelvic fracture?	You should suspect this injury whenever a patient has sustained a high-velocity injury and complains of discomfort in the lower back or abdomen (deformity or swelling may be difficult to see).
You should suspect this injury whenever a patient has sustained a high-velocity injury and complains of discomfort in the lower back or abdomen (deformity or swelling may be difficult to see).	When should you suspect a pelvic fracture?
How should you palpate the pelvis?	To perform this palpation: 1) Place the palms of your hands over the lateral aspect of each iliac crest, and apply firm but gentle inward pressure on the pelvic ring. 2) With the patient lying supine, place a palm over the anterior aspect of weach iliac crest, and apply firm downward pressure. 3) Use your palm to firmly but gently palpate the pubic symphysis. The area will be tender if there is injury to the anterior portion of the pelvic ring.
To perform this palpation: 1) Place the palms of your hands over the lateral aspect of each iliac crest, and apply firm but gentle inward pressure on the pelvic ring. 2) With the patient lying supine, place a palm over the anterior aspect of weach iliac crest, and apply firm downward pressure. 3) Use your palm to firmly but gently palpate the pubic symphysis. The area will be tender if there is injury to the anterior portion of the pelvic ring.	How should you palpate the pelvis?
What most commonly causes hip dislocations?	These are most commonly caused by automobile accidents in which the knee meets with a direct force, such as the dashboard.
These are most commonly caused by automobile accidents in which the knee meets with a direct force, such as the dashboard.	What most commonly causes hip dislocations?
What is a frequent complication of posterior dislocation of the hip?	A frequent complication of this is injury to the sciatic nerve.
A frequent complication of this is injury to the sciatic nerve.	What is a frequent complication of posterior dislocation of the hip?
What is the sciatic nerve?	This is the most important nerve in the lower extremity; it controls the activity of muscles in the posterior thigh and below the knee and the sensation in most of the leg and foot.
This is the most important nerve in the lower extremity; it controls the activity of muscles in the posterior thigh and below the knee and the sensation in most of the leg and foot.	What is the sciatic nerve?
What is a sign of sciatic nerve injury?	"Decreased sensation in the leg and foot, and the characteristic ""foot drop"" are signs of this."
"Decreased sensation in the leg and foot, and the characteristic ""foot drop"" are signs of this."	What is a sign of sciatic nerve injury?
In what position do patients with posterior dislocation of the hip typically lie?	This type of patient typically lie with the hip joint flexed and the thigh rotated inward toward the midline of the body over the top of the opposite thigh.
This type of patient typically lie with the hip joint flexed and the thigh rotated inward toward the midline of the body over the top of the opposite thigh.	In what position do patients with posterior dislocation of the hip typically lie?
What are the three types of proximal femur fractures?	The three types of this injury are: 1) a fracture through the neck of the femur 2) the intertrochanteric (middle) region and 3) across the proximal shaft of the femur (subtrochanteric fractures).
The three types of this injury are: 1) a fracture through the neck of the femur 2) the intertrochanteric (middle) region and 3) across the proximal shaft of the femur (subtrochanteric fractures).	What are the three types of proximal femur fractures?
What typically occurs following a femoral shaft fracture?	"Following this type of injury, muscles spasm in an attempt to ""splint"" the unstable limb, causing significant deformity and shorterning of the limb."
"Following this type of injury, muscles spasm in an attempt to ""splint"" the unstable limb, causing significant deformity and shorterning of the limb."	What typically occurs following a femoral shaft fracture?
